0.1400E+02  0.2905E+04  0.7126E+03  0.1844E+04  0.4963E+03  0.7228E+07  0.1004E+07  0.4058E+07  0.6931E+06  0.2540E+07  0.4774E+06
0.1450E+02  0.2905E+04  0.7126E+03  0.1794E+04  0.4963E+03  0.7606E+07  0.1004E+07  0.4164E+07  0.6931E+06  0.1885E+07  0.4774E+06
0.1500E+02  0.2899E+04  0.7126E+03  0.1743E+04  0.4963E+03  0.6230E+07  0.1004E+07  0.4313E+07  0.6931E+06  0.2287E+07  0.4774E+06
0.1550E+02  0.2889E+04  0.7126E+03  0.1670E+04  0.4963E+03  0.6453E+07  0.1003E+07  0.4462E+07  0.6928E+06  0.2009E+07  0.4772E+06
0.1600E+02  0.2863E+04  0.7126E+03  0.1629E+04  0.4963E+03  0.4710E+07  0.1004E+07  0.3366E+07  0.6927E+06  0.1487E+07  0.4588E+06
0.1650E+02  0.2847E+04  0.7126E+03  0.1578E+04  0.4963E+03  0.6835E+07  0.1004E+07  0.3747E+07  0.6928E+06  0.1620E+07  0.4748E+06
0.1700E+02  0.2816E+04  0.7126E+03  0.1517E+04  0.4963E+03  0.6502E+07  0.1004E+07  0.3077E+07  0.6909E+06  0.1602E+07  0.4706E+06
0.1750E+02  0.2785E+04  0.7126E+03  0.1461E+04  0.4963E+03  0.5452E+07  0.1003E+07  0.3093E+07  0.6889E+06  0.1234E+07  0.4434E+06
0.1800E+02  0.2750E+04  0.7126E+03  0.1392E+04  0.4963E+03  0.5067E+07  0.1004E+07  0.2522E+07  0.6931E+06  0.1427E+07  0.4774E+06
0.1850E+02  0.2706E+04  0.7126E+03  0.1340E+04  0.4963E+03  0.3941E+07  0.1003E+07  0.2584E+07  0.6930E+06  0.1178E+07  0.4724E+06
0.1900E+02  0.2653E+04  0.7126E+03  0.1281E+04  0.4963E+03  0.5079E+07  0.1003E+07  0.2410E+07  0.6928E+06  0.1048E+07  0.4443E+06
0.1950E+02  0.2621E+04  0.7126E+03  0.1225E+04  0.4963E+03  0.5287E+07  0.1002E+07  0.2526E+07  0.6931E+06  0.1210E+07  0.4704E+06
0.2000E+02  0.2583E+04  0.7126E+03  0.1172E+04  0.4963E+03  0.4071E+07  0.1002E+07  0.2725E+07  0.6903E+06  0.1118E+07  0.4627E+06
0.2050E+02  0.2535E+04  0.7126E+03  0.1108E+04  0.4963E+03  0.4203E+07  0.1004E+07  0.2147E+07  0.6793E+06  0.7736E+06  0.4156E+06
0.2100E+02  0.2487E+04  0.7126E+03  0.1061E+04  0.4963E+03  0.3585E+07  0.1004E+07  0.1600E+07  0.6276E+06  0.7257E+06  0.3804E+06
0.2150E+02  0.2434E+04  0.7126E+03  0.1001E+04  0.4963E+03  0.3895E+07  0.1002E+07  0.1581E+07  0.6904E+06  0.8214E+06  0.3678E+06
0.2200E+02  0.2362E+04  0.7126E+03  0.9604E+03  0.4963E+03  0.3717E+07  0.1003E+07  0.1710E+07  0.6579E+06  0.5811E+06  0.3999E+06
0.2250E+02  0.2327E+04  0.7126E+03  0.9084E+03  0.4963E+03  0.4200E+07  0.1001E+07  0.1334E+07  0.6246E+06  0.5097E+06  0.4170E+06
0.2300E+02  0.2268E+04  0.7126E+03  0.8634E+03  0.4963E+03  0.3437E+07  0.1004E+07  0.1418E+07  0.6374E+06  0.4871E+06  0.3807E+06
0.2350E+02  0.2222E+04  0.7126E+03  0.8191E+03  0.4963E+03  0.3481E+07  0.9972E+06  0.1600E+07  0.5945E+06  0.4046E+06  0.3277E+06
0.2400E+02  0.2151E+04  0.7126E+03  0.7721E+03  0.4963E+03  0.3472E+07  0.1003E+07  0.1145E+07  0.6483E+06  0.5353E+06  0.3287E+06
0.2450E+02  0.2100E+04  0.7126E+03  0.7318E+03  0.4961E+03  0.3067E+07  0.1003E+07  0.1008E+07  0.5868E+06  0.3848E+06  0.2946E+06
0.2500E+02  0.2047E+04  0.7126E+03  0.6891E+03  0.4948E+03  0.2448E+07  0.1000E+07  0.7153E+06  0.6374E+06  0.4225E+06  0.3034E+06
