0.1300E+02  0.4434E-02  0.3912E-03  0.1173E-02  0.6030E-03  0.2010E-03  0.6030E-03  0.1005E-02  0.3400E-04  0.1020E-03  0.6745E-04  0.2248E-04  0.6745E-04  0.1124E-03  0.2017E-05  0.2017E-05  0.6311E-05  0.6051E-05  0.6051E-05  0.1893E-04  0.1679E-05  0.1679E-05  0.5961E-05  0.9209E-07  0.9209E-07  0.3643E-06
0.1350E+02  0.3799E-02  0.3317E-03  0.9951E-03  0.5246E-03  0.1749E-03  0.5246E-03  0.8743E-03  0.2764E-04  0.8293E-04  0.5633E-04  0.1878E-04  0.5633E-04  0.9389E-04  0.1496E-05  0.1496E-05  0.4789E-05  0.4489E-05  0.4489E-05  0.1437E-04  0.1205E-05  0.1205E-05  0.4382E-05  0.6378E-07  0.6378E-07  0.2594E-06
0.1400E+02  0.3265E-02  0.2822E-03  0.8466E-03  0.4572E-03  0.1524E-03  0.4572E-03  0.7620E-03  0.2254E-04  0.6762E-04  0.4711E-04  0.1570E-04  0.4711E-04  0.7852E-04  0.1123E-05  0.1123E-05  0.3668E-05  0.3370E-05  0.3370E-05  0.1100E-04  0.8679E-06  0.8679E-06  0.3239E-05  0.4446E-07  0.4446E-07  0.1858E-06
0.1450E+02  0.2812E-02  0.2406E-03  0.7219E-03  0.3991E-03  0.1330E-03  0.3991E-03  0.6652E-03  0.1844E-04  0.5531E-04  0.3947E-04  0.1316E-04  0.3947E-04  0.6579E-04  0.8423E-06  0.8423E-06  0.2817E-05  0.2527E-05  0.2527E-05  0.8452E-05  0.6315E-06  0.6315E-06  0.2413E-05  0.3121E-07  0.3121E-07  0.1329E-06
0.1500E+02  0.2426E-02  0.2055E-03  0.6166E-03  0.3487E-03  0.1162E-03  0.3487E-03  0.5811E-03  0.1511E-04  0.4534E-04  0.3317E-04  0.1106E-04  0.3317E-04  0.5528E-04  0.6317E-06  0.6317E-06  0.2160E-05  0.1895E-05  0.1895E-05  0.6481E-05  0.4588E-06  0.4588E-06  0.1793E-05  0.2197E-07  0.2197E-07  0.9616E-07
0.1550E+02  0.2098E-02  0.1759E-03  0.5277E-03  0.3050E-03  0.1017E-03  0.3050E-03  0.5084E-03  0.1243E-04  0.3728E-04  0.2790E-04  0.9301E-05  0.2790E-04  0.4651E-04  0.4796E-06  0.4796E-06  0.1680E-05  0.1439E-05  0.1439E-05  0.5041E-05  0.3373E-06  0.3373E-06  0.1343E-05  0.1559E-07  0.1559E-07  0.6965E-07
0.1600E+02  0.1818E-02  0.1509E-03  0.4527E-03  0.2675E-03  0.8916E-04  0.2675E-03  0.4458E-03  0.1024E-04  0.3073E-04  0.2353E-04  0.7843E-05  0.2353E-04  0.3921E-04  0.3634E-06  0.3634E-06  0.1299E-05  0.1090E-05  0.1090E-05  0.3898E-05  0.2476E-06  0.2476E-06  0.1006E-05  0.1109E-07  0.1109E-07  0.5063E-07
0.1650E+02  0.1578E-02  0.1297E-03  0.3890E-03  0.2345E-03  0.7818E-04  0.2345E-03  0.3909E-03  0.8469E-05  0.2541E-04  0.1987E-04  0.6624E-05  0.1987E-04  0.3312E-04  0.2775E-06  0.2775E-06  0.1010E-05  0.8325E-06  0.8325E-06  0.3031E-05  0.1825E-06  0.1825E-06  0.7563E-06  0.7945E-08  0.7945E-08  0.3704E-07
0.1700E+02  0.1372E-02  0.1117E-03  0.3350E-03  0.2061E-03  0.6871E-04  0.2061E-03  0.3436E-03  0.7013E-05  0.2104E-04  0.1681E-04  0.5604E-05  0.1681E-04  0.2802E-04  0.2125E-06  0.2125E-06  0.7849E-06  0.6374E-06  0.6374E-06  0.2355E-05  0.1353E-06  0.1353E-06  0.5723E-06  0.5713E-08  0.5713E-08  0.2717E-07
0.1750E+02  0.1195E-02  0.9629E-04  0.2889E-03  0.1813E-03  0.6043E-04  0.1813E-03  0.3022E-03  0.5823E-05  0.1747E-04  0.1425E-04  0.4749E-05  0.1425E-04  0.2374E-04  0.1631E-06  0.1631E-06  0.6146E-06  0.4893E-06  0.4893E-06  0.1844E-05  0.1006E-06  0.1006E-06  0.4343E-06  0.4111E-08  0.4111E-08  0.1998E-07
0.1800E+02  0.1043E-02  0.8318E-04  0.2496E-03  0.1597E-03  0.5322E-04  0.1597E-03  0.2661E-03  0.4844E-05  0.1453E-04  0.1209E-04  0.4030E-05  0.1209E-04  0.2015E-04  0.1252E-06  0.1252E-06  0.4827E-06  0.3755E-06  0.3755E-06  0.1448E-05  0.7500E-07  0.7500E-07  0.3301E-06  0.2979E-08  0.2979E-08  0.1479E-07
0.1850E+02  0.9107E-03  0.7198E-04  0.2159E-03  0.1407E-03  0.4690E-04  0.1407E-03  0.2345E-03  0.4039E-05  0.1212E-04  0.1028E-04  0.3426E-05  0.1028E-04  0.1713E-04  0.9657E-07  0.9657E-07  0.3796E-06  0.2897E-06  0.2897E-06  0.1139E-05  0.5628E-07  0.5628E-07  0.2514E-06  0.2180E-08  0.2180E-08  0.1094E-07
0.1900E+02  0.7970E-03  0.6237E-04  0.1871E-03  0.1242E-03  0.4141E-04  0.1242E-03  0.2070E-03  0.3374E-05  0.1012E-04  0.8750E-05  0.2917E-05  0.8750E-05  0.1458E-04  0.7509E-07  0.7509E-07  0.2986E-06  0.2253E-06  0.2253E-06  0.8958E-06  0.4226E-07  0.4226E-07  0.1921E-06  0.1586E-08  0.1586E-08  0.8135E-08
0.1950E+02  0.6986E-03  0.5415E-04  0.1625E-03  0.1098E-03  0.3661E-04  0.1098E-03  0.1830E-03  0.2824E-05  0.8473E-05  0.7460E-05  0.2487E-05  0.7460E-05  0.1243E-04  0.5819E-07  0.5819E-07  0.2362E-06  0.1746E-06  0.1746E-06  0.7086E-06  0.3195E-07  0.3195E-07  0.1480E-06  0.1165E-08  0.1165E-08  0.6079E-08
